"track_name","artist_name","artist_count","released_year","released_month","released_day","in_spotify_charts","streams","in_apple_charts","bpm","mode","danceability_pct","valence_pct","energy_pct","acousticness_pct","instrumentalness_pct","liveness_pct","speechiness_pct"
"ALIEN SUPERSTAR","BeyoncяПН",1,2022,7,29,"0","171788484","47",122,"Minor",55,46,64,0,0,17,10
"Mary On A Cross","Ghost",1,2019,9,13,"2","387080183","266",130,"Major",47,56,90,0,0,10,4
"Attention","NewJeans",1,2022,8,1,"12","264717480","141",105,"Minor",81,70,65,24,0,8,4
"THE SHADE","Rex Orange County",1,2022,3,11,"6","244928911","10",120,"Major",90,73,51,39,0,9,6
"Come Back Home - From Purple Hearts","Sofia Carson",1,2022,7,12,"0","97610446","67",145,"Major",56,43,53,24,0,12,4
"El Rescate","Grupo Marca Registrada, Junior H",2,2022,7,22,"4","287278853","43",99,"Minor",79,64,59,28,0,11,14
"Heartless","Kanye West",1,2008,1,1,"34","887906111","39",88,"Minor",79,66,65,5,0,25,14
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",4,2022,7,15,"0","123473120","6",126,"Major",81,90,73,28,0,29,4
"Siempre Pendientes","Peso Pluma, Luis R Conriquez",2,2022,8,15,"5","295152154","79",136,"Major",77,71,75,33,1,13,4
"JGL","Luis R Conriquez, La Adictiva",2,2022,2,18,"9","323455692","33",113,"Major",70,97,59,55,0,27,12
"Don't You Worry","David Guetta, Shakira, Black Eyed Peas",3,2022,6,16,"0","240918092","4",132,"Major",82,49,88,20,0,21,3
"Pipoco","Melody, Ana Castela, Dj Chris No Beat",3,2022,5,20,"4","191873381","2",135,"Major",77,74,74,47,0,34,8
"Hold Me Closer","Elton John, Britney Spears",2,2017,11,10,"0","284216603","10",126,"Major",67,49,77,11,0,19,11
"Forget Me","Lewis Capaldi",1,2022,9,9,"4","239411309","95",102,"Minor",67,72,74,30,0,36,4
"After LIKE","IVE",1,2022,8,22,"12","265548837","129",125,"Major",68,80,92,10,0,9,12
"Bound 2","Kanye West",1,2013,1,1,"7","703301727","11",149,"Major",37,28,66,14,0,9,5
"B.O.T.A. (Baddest Of Them All) - Edit","Interplanetary Criminal, Eliza Rose",2,2022,6,15,"6","244585109","53",137,"Major",74,71,89,24,61,15,5
"Talk that Talk","TWICE",1,2022,8,26,"0","189476119","77",120,"Minor",77,78,91,14,0,33,12
"BILLIE EILISH.","Armani White",1,2022,1,20,"0","277132266","1",100,"Major",90,75,50,11,0,9,26
"Ferxxo 100","Feid",1,2022,6,3,"30","278920007","49",164,"Minor",70,58,57,25,0,15,7
"KU LO SA - A COLORS SHOW","Oxlade",1,2022,6,10,"8","222410722","72",93,"Minor",65,79,66,31,0,22,7
"Prohibidox","Feid",1,2022,9,13,"12","185392587","36",180,"Minor",65,52,80,5,0,6,25
"Static","Steve Lacy",1,2022,7,15,"0","202452860","15",79,"Major",34,22,31,43,63,10,7
"The Scientist","Coldplay",1,2002,8,5,"6","1608164312","25",146,"Major",56,21,44,73,0,11,2
"Sparks","Coldplay",1,2000,7,10,"4","624101957","0",103,"Major",37,17,27,75,5,10,3
"Talk","YEAT",1,2022,9,2,"0","148461629","1",140,"Minor",70,26,76,8,0,54,23
"XQ Te Pones AsяПН","Yandel, Feid",2,2022,9,13,"0","47093942","1",92,"Major",81,48,70,13,0,15,7
"Selfish","PnB Rock",1,2016,6,23,"0","380319238","0",102,"Minor",64,4,60,11,0,19,4
"Sin SeяПНяПН","Ovy On The Drums, Quevedo",2,2022,7,22,"2","209106362","10",118,"Minor",82,75,85,33,1,11,4
"Lady Mi Amor","Feid",1,2022,9,13,"0","53987404","0",93,"Major",78,75,62,6,0,15,6
"Poland","Lil Yachty",1,2022,6,23,"0","115331792","0",150,"Minor",70,26,56,14,83,11,5
"THE LONELIEST","MяПНяПНne",1,2022,10,7,"5","225093344","65",130,"Major",52,24,60,0,0,8,3
"Bye Bye","Marshmello, Juice WRLD",2,2022,10,14,"0","84697729","0",83,"Minor",65,24,53,6,0,51,4
"BABY OTAKU","Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",4,2022,8,18,"0","159240673","1",102,"Major",84,43,75,5,0,6,8
"Nxde","(G)I-DLE",1,2022,10,17,"6","170709584","116",136,"Minor",73,65,91,4,0,48,18
"Miss You","Southstar",1,1982,5,16,"0","154356956","10",145,"Major",66,24,58,17,0,19,5
"we fell in love in october","girl in red",1,2018,11,21,"0","723043854","21",130,"Major",57,24,37,11,18,16,3
"2 Be Loved (Am I Ready)","Lizzo",1,2022,7,14,"6","247689123","0",156,"Major",72,92,77,9,0,8,11
"Celestial","Ed Sheeran",1,2022,9,29,"0","176474912","14",123,"Major",57,50,85,5,0,16,4
"Typa Girl","BLACKPINK",1,2022,9,16,"10","235549288","129",132,"Major",92,53,62,7,0,63,10
"I Really Want to Stay at Your House","Rosa Walton, Hallie Coggins",2,2020,12,18,"1","140430339","0",125,"Minor",49,13,74,0,0,9,4
"California Breeze","Lil Baby",1,2022,10,14,"0","85559365","38",162,"Minor",74,22,67,0,0,11,46
"Bamba (feat. Aitch & BIA)","Luciano, Aitch, BяПН",3,2022,9,22,"7","146223492","12",138,"Major",80,82,81,14,0,13,36
"Casei Com a Putaria","MC Ryan SP, Love Funk, Mc Paiva ZS",3,2022,7,1,"4","187701588","0",161,"Minor",59,62,60,12,0,5,44
"Major Distribution","Drake, 21 Savage",2,2022,11,4,"0","154863153","7",131,"Minor",91,23,55,1,0,7,32
"Pussy & Millions (feat. Travis Scott)","Drake, Travis Scott, 21 Savage",3,2022,11,4,"0","191333656","8",122,"Minor",75,45,63,6,0,35,12
"Vigilante Shit","Taylor Swift",1,2022,10,21,"0","253650850","9",80,"Minor",80,16,28,17,0,12,39
"Question...?","Taylor Swift",1,2022,10,21,"0","223064273","3",109,"Major",75,11,50,20,0,30,17
"On BS","Drake, 21 Savage",2,2022,11,4,"0","170413877","20",158,"Major",84,33,36,2,0,39,59
"Mastermind","Taylor Swift",1,2022,10,21,"0","218320587","5",126,"Major",66,12,35,55,0,9,14
"Circo Loco","Drake, 21 Savage",2,2022,11,4,"0","141720999","9",104,"Major",73,25,61,1,0,32,7
"Labyrinth","Taylor Swift",1,2022,10,21,"0","187339835","3",110,"Major",48,15,31,80,22,12,4
"Spin Bout U","Drake, 21 Savage",2,2022,11,4,"2","198365537","52",130,"Major",77,20,70,1,0,16,5
"Sweet Nothing","Taylor Swift",1,2022,10,21,"0","186104310","6",177,"Major",34,39,16,97,0,12,5
"Would've, Could've, Should've","Taylor Swift",1,2022,10,21,"0","177503916","5",158,"Major",48,55,84,43,0,15,12
"Con La Brisa","Ludwig Goransson, Foudeqush",2,2022,11,4,"0","71095708","1",114,"Minor",62,25,44,51,33,14,3
"Privileged Rappers","Drake, 21 Savage",2,2022,11,4,"0","112436403","5",144,"Major",93,62,61,0,0,12,20
"The Astronaut","Jin",1,2022,10,28,"9","203436468","100",125,"Major",54,22,76,0,0,14,3
"BackOutsideBoyz","Drake",1,2022,11,4,"0","93367537","5",142,"Minor",85,40,43,4,0,39,32
"Broke Boys","Drake, 21 Savage",2,2022,11,4,"0","106249219","8",120,"Major",64,11,53,1,0,25,27
"The Great War","Taylor Swift",1,2022,10,21,"0","181382590","6",96,"Major",57,55,74,22,0,8,4
"My Mind & Me","Selena Gomez",1,2022,11,3,"0","91473363","13",144,"Major",60,24,39,57,0,8,3
"Bigger Than The Whole Sky","Taylor Swift",1,2022,10,21,"0","121871870","0",166,"Major",42,7,24,83,1,12,6
"A Veces (feat. Feid)","Feid, Paulo Londra",2,2022,11,3,"0","73513683","0",92,"Major",80,81,67,4,0,8,6
"En La De Ella","Feid, Sech, Jhayco",3,2022,10,20,"0","133895612","26",97,"Major",82,67,77,8,0,12,5
"Alone","Burna Boy",1,2022,11,4,"2","96007391","18",90,"Minor",61,32,67,15,0,11,5
